site_name,bottle,NRRI_id,voltage,carbon,time,day,replicate,constituent,parameter,result_value,unit
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC896BG,V1A1T2R1,TRUE,TRUE,Tf,14,1,STHG,Hg201,49.12417458,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC897BG,V1A1T2R2,TRUE,TRUE,Tf,14,2,STHG,Hg201,44.32573852,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC898BG,V1A1T2R3,TRUE,TRUE,Tf,14,3,STHG,Hg201,20.46845692,NG/G
"NRRI SED, CONTROL",MSC863BG,V0A0T0R1,FALSE,FALSE,T0,0,1,SMHG,Hg204,0.227247659,NG/G
"NRRI SED, CONTROL",MSC864BG,V0A0T0R2,FALSE,FALSE,T0,0,2,SMHG,Hg204,0.259337971,NG/G
"NRRI SED, CONTROL",MSC865BG,V0A0T0R3,FALSE,FALSE,T0,0,3,SMHG,Hg204,0.280465351,NG/G
"NRRI SED, CONTROL",MSC866BG,V0A0T1R1,FALSE,FALSE,T1,1,1,SMHG,Hg204,0.190645496,NG/G
"NRRI SED, CONTROL",MSC867BG,V0A0T1R2,FALSE,FALSE,T1,1,2,SMHG,Hg204,0.224451933,NG/G
"NRRI SED, CONTROL",MSC868BG,V0A0T1R3,FALSE,FALSE,T1,1,3,SMHG,Hg204,0.157105587,NG/G
"NRRI SED, CONTROL",MSC869BG,V0A0T2R1,FALSE,FALSE,Tf,14,1,SMHG,Hg204,0.178344037,NG/G
"NRRI SED, CONTROL",MSC870BG,V0A0T2R2,FALSE,FALSE,Tf,14,2,SMHG,Hg204,0.26351824,NG/G
"NRRI SED, CONTROL",MSC871BG,V0A0T2R3,FALSE,FALSE,Tf,14,3,SMHG,Hg204,0.109537517,NG/G
"NRRI SED, ACTIVATED CARBON",MSC872BG,V0A1T0R1,FALSE,TRUE,T0,0,1,SMHG,Hg204,0.261712796,NG/G
"NRRI SED, ACTIVATED CARBON",MSC875BG,V0A1T1R1,FALSE,TRUE,T1,1,1,SMHG,Hg204,0.185938368,NG/G
"NRRI SED, ACTIVATED CARBON",MSC878BG,V0A1T2R1,FALSE,TRUE,Tf,14,1,SMHG,Hg204,0.150598603,NG/G
"NRRI SED, VOLTAGE",MSC881BG,V1A0T0R1,TRUE,FALSE,T0,0,1,SMHG,Hg204,0.235895991,NG/G
"NRRI SED, VOLTAGE",MSC882BG,V1A0T0R2,TRUE,FALSE,T0,0,2,SMHG,Hg204,0.351999565,NG/G
"NRRI SED, VOLTAGE",MSC883BG,V1A0T0R3,TRUE,FALSE,T0,0,3,SMHG,Hg204,0.207320899,NG/G
"NRRI SED, VOLTAGE",MSC884BG,V1A0T1R1,TRUE,FALSE,T1,1,1,SMHG,Hg204,0.20469567,NG/G
"NRRI SED, VOLTAGE",MSC885BG,V1A0T1R2,TRUE,FALSE,T1,1,2,SMHG,Hg204,0.152462065,NG/G
"NRRI SED, VOLTAGE",MSC886BG,V1A0T1R3,TRUE,FALSE,T1,1,3,SMHG,Hg204,0.205505908,NG/G
"NRRI SED, VOLTAGE",MSC887BG,V1A0T2R1,TRUE,FALSE,Tf,14,1,SMHG,Hg204,0.106355178,NG/G
"NRRI SED, VOLTAGE",MSC888BG,V1A0T2R2,TRUE,FALSE,Tf,14,2,SMHG,Hg204,0.198381555,NG/G
"NRRI SED, VOLTAGE",MSC889BG,V1A0T2R3,TRUE,FALSE,Tf,14,3,SMHG,Hg204,0.190308039,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC890BG,V1A1T0R1,TRUE,TRUE,T0,0,1,SMHG,Hg204,0.420368364,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC891BG,V1A1T0R2,TRUE,TRUE,T0,0,2,SMHG,Hg204,0.255736708,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC892BG,V1A1T0R3,TRUE,TRUE,T0,0,3,SMHG,Hg204,0.307188975,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC893BG,V1A1T1R1,TRUE,TRUE,T1,1,1,SMHG,Hg204,0.188147107,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC894BG,V1A1T1R2,TRUE,TRUE,T1,1,2,SMHG,Hg204,0.138063429,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC895BG,V1A1T1R3,TRUE,TRUE,T1,1,3,SMHG,Hg204,0.20051715,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC896BG,V1A1T2R1,TRUE,TRUE,Tf,14,1,SMHG,Hg204,0.201121353,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC897BG,V1A1T2R2,TRUE,TRUE,Tf,14,2,SMHG,Hg204,0.228003098,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC898BG,V1A1T2R3,TRUE,TRUE,Tf,14,3,SMHG,Hg204,0.172576982,NG/G
"NRRI SED, CONTROL",MSC863BG,V0A0T0R1,FALSE,FALSE,T0,0,1,STHG,Hg204,0.154444692,NG/G
"NRRI SED, CONTROL",MSC864BG,V0A0T0R2,FALSE,FALSE,T0,0,2,STHG,Hg204,0.683738846,NG/G
"NRRI SED, CONTROL",MSC865BG,V0A0T0R3,FALSE,FALSE,T0,0,3,STHG,Hg204,0.232453148,NG/G
"NRRI SED, CONTROL",MSC866BG,V0A0T1R1,FALSE,FALSE,T1,1,1,STHG,Hg204,0.010937315,NG/G
"NRRI SED, CONTROL",MSC867BG,V0A0T1R2,FALSE,FALSE,T1,1,2,STHG,Hg204,0.184008656,NG/G
"NRRI SED, CONTROL",MSC868BG,V0A0T1R3,FALSE,FALSE,T1,1,3,STHG,Hg204,0.187688704,NG/G
"NRRI SED, CONTROL",MSC869BG,V0A0T2R1,FALSE,FALSE,Tf,14,1,STHG,Hg204,0.237911597,NG/G
"NRRI SED, CONTROL",MSC870BG,V0A0T2R2,FALSE,FALSE,Tf,14,2,STHG,Hg204,0.305829984,NG/G
"NRRI SED, CONTROL",MSC871BG,V0A0T2R3,FALSE,FALSE,Tf,14,3,STHG,Hg204,0.122691969,NG/G
"NRRI SED, ACTIVATED CARBON",MSC872BG,V0A1T0R1,FALSE,TRUE,T0,0,1,STHG,Hg204,0.114247477,NG/G
"NRRI SED, ACTIVATED CARBON",MSC875BG,V0A1T1R1,FALSE,TRUE,T1,1,1,STHG,Hg204,0.202696443,NG/G
"NRRI SED, ACTIVATED CARBON",MSC878BG,V0A1T2R1,FALSE,TRUE,Tf,14,1,STHG,Hg204,0.187486509,NG/G
"NRRI SED, VOLTAGE",MSC881BG,V1A0T0R1,TRUE,FALSE,T0,0,1,STHG,Hg204,0.092636627,NG/G
"NRRI SED, VOLTAGE",MSC882BG,V1A0T0R2,TRUE,FALSE,T0,0,2,STHG,Hg204,0.380048598,NG/G
"NRRI SED, VOLTAGE",MSC883BG,V1A0T0R3,TRUE,FALSE,T0,0,3,STHG,Hg204,0.298579935,NG/G
"NRRI SED, VOLTAGE",MSC884BG,V1A0T1R1,TRUE,FALSE,T1,1,1,STHG,Hg204,0.099084827,NG/G
"NRRI SED, VOLTAGE",MSC885BG,V1A0T1R2,TRUE,FALSE,T1,1,2,STHG,Hg204,0.281957147,NG/G
"NRRI SED, VOLTAGE",MSC886BG,V1A0T1R3,TRUE,FALSE,T1,1,3,STHG,Hg204,0.173791773,NG/G
"NRRI SED, VOLTAGE",MSC887BG,V1A0T2R1,TRUE,FALSE,Tf,14,1,STHG,Hg204,0.155753786,NG/G
"NRRI SED, VOLTAGE",MSC888BG,V1A0T2R2,TRUE,FALSE,Tf,14,2,STHG,Hg204,0.666182813,NG/G
"NRRI SED, VOLTAGE",MSC889BG,V1A0T2R3,TRUE,FALSE,Tf,14,3,STHG,Hg204,0.536760069,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC890BG,V1A1T0R1,TRUE,TRUE,T0,0,1,STHG,Hg204,0.23075489,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC891BG,V1A1T0R2,TRUE,TRUE,T0,0,2,STHG,Hg204,0.315625868,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC892BG,V1A1T0R3,TRUE,TRUE,T0,0,3,STHG,Hg204,0.222392057,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC893BG,V1A1T1R1,TRUE,TRUE,T1,1,1,STHG,Hg204,0.228299567,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC894BG,V1A1T1R2,TRUE,TRUE,T1,1,2,STHG,Hg204,0.353708976,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC895BG,V1A1T1R3,TRUE,TRUE,T1,1,3,STHG,Hg204,0.172301088,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC896BG,V1A1T2R1,TRUE,TRUE,Tf,14,1,STHG,Hg204,0.37889405,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC897BG,V1A1T2R2,TRUE,TRUE,Tf,14,2,STHG,Hg204,0.632225651,NG/G
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC898BG,V1A1T2R3,TRUE,TRUE,Tf,14,3,STHG,Hg204,0.076762632,NG/G
"NRRI SED, CONTROL",MSC863BG,V0A0T0R1,FALSE,FALSE,T0,0,1,SMHG,sulfate,372.7128,MG/L
"NRRI SED, CONTROL",MSC864BG,V0A0T0R2,FALSE,FALSE,T0,0,2,SMHG,sulfate,628.2324,MG/L
"NRRI SED, CONTROL",MSC865BG,V0A0T0R3,FALSE,FALSE,T0,0,3,SMHG,sulfate,707.0016,MG/L
"NRRI SED, CONTROL",MSC866BG,V0A0T1R1,FALSE,FALSE,T1,1,1,SMHG,sulfate,749.268,MG/L
"NRRI SED, CONTROL",MSC867BG,V0A0T1R2,FALSE,FALSE,T1,1,2,SMHG,sulfate,992.2998,MG/L
"NRRI SED, CONTROL",MSC868BG,V0A0T1R3,FALSE,FALSE,T1,1,3,SMHG,sulfate,1362.1308,MG/L
"NRRI SED, CONTROL",MSC869BG,V0A0T2R1,FALSE,FALSE,Tf,14,1,SMHG,sulfate,466.8516,MG/L
"NRRI SED, CONTROL",MSC870BG,V0A0T2R2,FALSE,FALSE,Tf,14,2,SMHG,sulfate,763.1967,MG/L
"NRRI SED, CONTROL",MSC871BG,V0A0T2R3,FALSE,FALSE,Tf,14,3,SMHG,sulfate,413.92254,MG/L
"NRRI SED, ACTIVATED CARBON",MSC872BG,V0A1T0R1,FALSE,TRUE,T0,0,1,SMHG,sulfate,683.9472,MG/L
"NRRI SED, ACTIVATED CARBON",MSC875BG,V0A1T1R1,FALSE,TRUE,T1,1,1,SMHG,sulfate,577.60878,MG/L
"NRRI SED, ACTIVATED CARBON",MSC878BG,V0A1T2R1,FALSE,TRUE,Tf,14,1,SMHG,sulfate,593.967798,MG/L
"NRRI SED, VOLTAGE",MSC881BG,V1A0T0R1,TRUE,FALSE,T0,0,1,SMHG,sulfate,648.405,MG/L
"NRRI SED, VOLTAGE",MSC882BG,V1A0T0R2,TRUE,FALSE,T0,0,2,SMHG,sulfate,311.2344,MG/L
"NRRI SED, VOLTAGE",MSC883BG,V1A0T0R3,TRUE,FALSE,T0,0,3,SMHG,sulfate,277.6134,MG/L
"NRRI SED, VOLTAGE",MSC884BG,V1A0T1R1,TRUE,FALSE,T1,1,1,SMHG,sulfate,317.9586,MG/L
"NRRI SED, VOLTAGE",MSC885BG,V1A0T1R2,TRUE,FALSE,T1,1,2,SMHG,sulfate,207.4896,MG/L
"NRRI SED, VOLTAGE",MSC886BG,V1A0T1R3,TRUE,FALSE,T1,1,3,SMHG,sulfate,187.317,MG/L
"NRRI SED, VOLTAGE",MSC887BG,V1A0T2R1,TRUE,FALSE,Tf,14,1,SMHG,sulfate,66.56958,MG/L
"NRRI SED, VOLTAGE",MSC888BG,V1A0T2R2,TRUE,FALSE,Tf,14,2,SMHG,sulfate,82.70766,MG/L
"NRRI SED, VOLTAGE",MSC889BG,V1A0T2R3,TRUE,FALSE,Tf,14,3,SMHG,sulfate,19.88442,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC890BG,V1A1T0R1,TRUE,TRUE,T0,0,1,SMHG,sulfate,304.5102,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC891BG,V1A1T0R2,TRUE,TRUE,T0,0,2,SMHG,sulfate,303.5496,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC892BG,V1A1T0R3,TRUE,TRUE,T0,0,3,SMHG,sulfate,599.4144,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC893BG,V1A1T1R1,TRUE,TRUE,T1,1,1,SMHG,sulfate,338.70756,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC894BG,V1A1T1R2,TRUE,TRUE,T1,1,2,SMHG,sulfate,304.41414,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC895BG,V1A1T1R3,TRUE,TRUE,T1,1,3,SMHG,sulfate,265.6059,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC896BG,V1A1T2R1,TRUE,TRUE,Tf,14,1,SMHG,sulfate,221.4183,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC897BG,V1A1T2R2,TRUE,TRUE,Tf,14,2,SMHG,sulfate,213.34926,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC898BG,V1A1T2R3,TRUE,TRUE,Tf,14,3,SMHG,sulfate,564.25644,MG/L
"NRRI SED, CONTROL",MSC863BG,V0A0T0R1,FALSE,FALSE,T0,0,1,STHG,sulfate,372.7128,MG/L
"NRRI SED, CONTROL",MSC864BG,V0A0T0R2,FALSE,FALSE,T0,0,2,STHG,sulfate,628.2324,MG/L
"NRRI SED, CONTROL",MSC865BG,V0A0T0R3,FALSE,FALSE,T0,0,3,STHG,sulfate,707.0016,MG/L
"NRRI SED, CONTROL",MSC866BG,V0A0T1R1,FALSE,FALSE,T1,1,1,STHG,sulfate,749.268,MG/L
"NRRI SED, CONTROL",MSC867BG,V0A0T1R2,FALSE,FALSE,T1,1,2,STHG,sulfate,992.2998,MG/L
"NRRI SED, CONTROL",MSC868BG,V0A0T1R3,FALSE,FALSE,T1,1,3,STHG,sulfate,1362.1308,MG/L
"NRRI SED, CONTROL",MSC869BG,V0A0T2R1,FALSE,FALSE,Tf,14,1,STHG,sulfate,466.8516,MG/L
"NRRI SED, CONTROL",MSC870BG,V0A0T2R2,FALSE,FALSE,Tf,14,2,STHG,sulfate,763.1967,MG/L
"NRRI SED, CONTROL",MSC871BG,V0A0T2R3,FALSE,FALSE,Tf,14,3,STHG,sulfate,413.92254,MG/L
"NRRI SED, ACTIVATED CARBON",MSC872BG,V0A1T0R1,FALSE,TRUE,T0,0,1,STHG,sulfate,683.9472,MG/L
"NRRI SED, ACTIVATED CARBON",MSC875BG,V0A1T1R1,FALSE,TRUE,T1,1,1,STHG,sulfate,577.60878,MG/L
"NRRI SED, ACTIVATED CARBON",MSC878BG,V0A1T2R1,FALSE,TRUE,Tf,14,1,STHG,sulfate,593.967798,MG/L
"NRRI SED, VOLTAGE",MSC881BG,V1A0T0R1,TRUE,FALSE,T0,0,1,STHG,sulfate,648.405,MG/L
"NRRI SED, VOLTAGE",MSC882BG,V1A0T0R2,TRUE,FALSE,T0,0,2,STHG,sulfate,311.2344,MG/L
"NRRI SED, VOLTAGE",MSC883BG,V1A0T0R3,TRUE,FALSE,T0,0,3,STHG,sulfate,277.6134,MG/L
"NRRI SED, VOLTAGE",MSC884BG,V1A0T1R1,TRUE,FALSE,T1,1,1,STHG,sulfate,317.9586,MG/L
"NRRI SED, VOLTAGE",MSC885BG,V1A0T1R2,TRUE,FALSE,T1,1,2,STHG,sulfate,207.4896,MG/L
"NRRI SED, VOLTAGE",MSC886BG,V1A0T1R3,TRUE,FALSE,T1,1,3,STHG,sulfate,187.317,MG/L
"NRRI SED, VOLTAGE",MSC887BG,V1A0T2R1,TRUE,FALSE,Tf,14,1,STHG,sulfate,66.56958,MG/L
"NRRI SED, VOLTAGE",MSC888BG,V1A0T2R2,TRUE,FALSE,Tf,14,2,STHG,sulfate,82.70766,MG/L
"NRRI SED, VOLTAGE",MSC889BG,V1A0T2R3,TRUE,FALSE,Tf,14,3,STHG,sulfate,19.88442,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC890BG,V1A1T0R1,TRUE,TRUE,T0,0,1,STHG,sulfate,304.5102,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC891BG,V1A1T0R2,TRUE,TRUE,T0,0,2,STHG,sulfate,303.5496,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC892BG,V1A1T0R3,TRUE,TRUE,T0,0,3,STHG,sulfate,599.4144,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC893BG,V1A1T1R1,TRUE,TRUE,T1,1,1,STHG,sulfate,338.70756,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC894BG,V1A1T1R2,TRUE,TRUE,T1,1,2,STHG,sulfate,304.41414,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC895BG,V1A1T1R3,TRUE,TRUE,T1,1,3,STHG,sulfate,265.6059,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC896BG,V1A1T2R1,TRUE,TRUE,Tf,14,1,STHG,sulfate,221.4183,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC897BG,V1A1T2R2,TRUE,TRUE,Tf,14,2,STHG,sulfate,213.34926,MG/L
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC898BG,V1A1T2R3,TRUE,TRUE,Tf,14,3,STHG,sulfate,564.25644,MG/L
"NRRI SED, CONTROL",MSC863BG,V0A0T0R1,FALSE,FALSE,T0,0,1,SMHG,totS,0,MG/KG
"NRRI SED, CONTROL",MSC864BG,V0A0T0R2,FALSE,FALSE,T0,0,2,SMHG,totS,1700,MG/KG
"NRRI SED, CONTROL",MSC865BG,V0A0T0R3,FALSE,FALSE,T0,0,3,SMHG,totS,1500,MG/KG
"NRRI SED, CONTROL",MSC866BG,V0A0T1R1,FALSE,FALSE,T1,1,1,SMHG,totS,1110,MG/KG
"NRRI SED, CONTROL",MSC867BG,V0A0T1R2,FALSE,FALSE,T1,1,2,SMHG,totS,1160,MG/KG
"NRRI SED, CONTROL",MSC868BG,V0A0T1R3,FALSE,FALSE,T1,1,3,SMHG,totS,1120,MG/KG
"NRRI SED, CONTROL",MSC869BG,V0A0T2R1,FALSE,FALSE,Tf,14,1,SMHG,totS,1700,MG/KG
"NRRI SED, CONTROL",MSC870BG,V0A0T2R2,FALSE,FALSE,Tf,14,2,SMHG,totS,1670,MG/KG
"NRRI SED, CONTROL",MSC871BG,V0A0T2R3,FALSE,FALSE,Tf,14,3,SMHG,totS,930,MG/KG
"NRRI SED, ACTIVATED CARBON",MSC872BG,V0A1T0R1,FALSE,TRUE,T0,0,1,SMHG,totS,1240,MG/KG
"NRRI SED, ACTIVATED CARBON",MSC875BG,V0A1T1R1,FALSE,TRUE,T1,1,1,SMHG,totS,0,MG/KG
"NRRI SED, ACTIVATED CARBON",MSC878BG,V0A1T2R1,FALSE,TRUE,Tf,14,1,SMHG,totS,NA,MG/KG
"NRRI SED, VOLTAGE",MSC881BG,V1A0T0R1,TRUE,FALSE,T0,0,1,SMHG,totS,1390,MG/KG
"NRRI SED, VOLTAGE",MSC882BG,V1A0T0R2,TRUE,FALSE,T0,0,2,SMHG,totS,1810,MG/KG
"NRRI SED, VOLTAGE",MSC883BG,V1A0T0R3,TRUE,FALSE,T0,0,3,SMHG,totS,1650,MG/KG
"NRRI SED, VOLTAGE",MSC884BG,V1A0T1R1,TRUE,FALSE,T1,1,1,SMHG,totS,1980,MG/KG
"NRRI SED, VOLTAGE",MSC885BG,V1A0T1R2,TRUE,FALSE,T1,1,2,SMHG,totS,1620,MG/KG
"NRRI SED, VOLTAGE",MSC886BG,V1A0T1R3,TRUE,FALSE,T1,1,3,SMHG,totS,1640,MG/KG
"NRRI SED, VOLTAGE",MSC887BG,V1A0T2R1,TRUE,FALSE,Tf,14,1,SMHG,totS,1550,MG/KG
"NRRI SED, VOLTAGE",MSC888BG,V1A0T2R2,TRUE,FALSE,Tf,14,2,SMHG,totS,1790,MG/KG
"NRRI SED, VOLTAGE",MSC889BG,V1A0T2R3,TRUE,FALSE,Tf,14,3,SMHG,totS,1620,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC890BG,V1A1T0R1,TRUE,TRUE,T0,0,1,SMHG,totS,0,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC891BG,V1A1T0R2,TRUE,TRUE,T0,0,2,SMHG,totS,1560,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC892BG,V1A1T0R3,TRUE,TRUE,T0,0,3,SMHG,totS,2100,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC893BG,V1A1T1R1,TRUE,TRUE,T1,1,1,SMHG,totS,1830,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC894BG,V1A1T1R2,TRUE,TRUE,T1,1,2,SMHG,totS,1720,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC895BG,V1A1T1R3,TRUE,TRUE,T1,1,3,SMHG,totS,1840,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC896BG,V1A1T2R1,TRUE,TRUE,Tf,14,1,SMHG,totS,NA,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC897BG,V1A1T2R2,TRUE,TRUE,Tf,14,2,SMHG,totS,NA,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC898BG,V1A1T2R3,TRUE,TRUE,Tf,14,3,SMHG,totS,NA,MG/KG
"NRRI SED, CONTROL",MSC863BG,V0A0T0R1,FALSE,FALSE,T0,0,1,STHG,totS,0,MG/KG
"NRRI SED, CONTROL",MSC864BG,V0A0T0R2,FALSE,FALSE,T0,0,2,STHG,totS,1700,MG/KG
"NRRI SED, CONTROL",MSC865BG,V0A0T0R3,FALSE,FALSE,T0,0,3,STHG,totS,1500,MG/KG
"NRRI SED, CONTROL",MSC866BG,V0A0T1R1,FALSE,FALSE,T1,1,1,STHG,totS,1110,MG/KG
"NRRI SED, CONTROL",MSC867BG,V0A0T1R2,FALSE,FALSE,T1,1,2,STHG,totS,1160,MG/KG
"NRRI SED, CONTROL",MSC868BG,V0A0T1R3,FALSE,FALSE,T1,1,3,STHG,totS,1120,MG/KG
"NRRI SED, CONTROL",MSC869BG,V0A0T2R1,FALSE,FALSE,Tf,14,1,STHG,totS,1700,MG/KG
"NRRI SED, CONTROL",MSC870BG,V0A0T2R2,FALSE,FALSE,Tf,14,2,STHG,totS,1670,MG/KG
"NRRI SED, CONTROL",MSC871BG,V0A0T2R3,FALSE,FALSE,Tf,14,3,STHG,totS,930,MG/KG
"NRRI SED, ACTIVATED CARBON",MSC872BG,V0A1T0R1,FALSE,TRUE,T0,0,1,STHG,totS,1240,MG/KG
"NRRI SED, ACTIVATED CARBON",MSC875BG,V0A1T1R1,FALSE,TRUE,T1,1,1,STHG,totS,0,MG/KG
"NRRI SED, ACTIVATED CARBON",MSC878BG,V0A1T2R1,FALSE,TRUE,Tf,14,1,STHG,totS,NA,MG/KG
"NRRI SED, VOLTAGE",MSC881BG,V1A0T0R1,TRUE,FALSE,T0,0,1,STHG,totS,1390,MG/KG
"NRRI SED, VOLTAGE",MSC882BG,V1A0T0R2,TRUE,FALSE,T0,0,2,STHG,totS,1810,MG/KG
"NRRI SED, VOLTAGE",MSC883BG,V1A0T0R3,TRUE,FALSE,T0,0,3,STHG,totS,1650,MG/KG
"NRRI SED, VOLTAGE",MSC884BG,V1A0T1R1,TRUE,FALSE,T1,1,1,STHG,totS,1980,MG/KG
"NRRI SED, VOLTAGE",MSC885BG,V1A0T1R2,TRUE,FALSE,T1,1,2,STHG,totS,1620,MG/KG
"NRRI SED, VOLTAGE",MSC886BG,V1A0T1R3,TRUE,FALSE,T1,1,3,STHG,totS,1640,MG/KG
"NRRI SED, VOLTAGE",MSC887BG,V1A0T2R1,TRUE,FALSE,Tf,14,1,STHG,totS,1550,MG/KG
"NRRI SED, VOLTAGE",MSC888BG,V1A0T2R2,TRUE,FALSE,Tf,14,2,STHG,totS,1790,MG/KG
"NRRI SED, VOLTAGE",MSC889BG,V1A0T2R3,TRUE,FALSE,Tf,14,3,STHG,totS,1620,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC890BG,V1A1T0R1,TRUE,TRUE,T0,0,1,STHG,totS,0,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC891BG,V1A1T0R2,TRUE,TRUE,T0,0,2,STHG,totS,1560,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC892BG,V1A1T0R3,TRUE,TRUE,T0,0,3,STHG,totS,2100,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC893BG,V1A1T1R1,TRUE,TRUE,T1,1,1,STHG,totS,1830,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC894BG,V1A1T1R2,TRUE,TRUE,T1,1,2,STHG,totS,1720,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC895BG,V1A1T1R3,TRUE,TRUE,T1,1,3,STHG,totS,1840,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC896BG,V1A1T2R1,TRUE,TRUE,Tf,14,1,STHG,totS,NA,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC897BG,V1A1T2R2,TRUE,TRUE,Tf,14,2,STHG,totS,NA,MG/KG
"NRRI SED, VOLTAGE AND ACTIVATED CARBON",MSC898BG,V1A1T2R3,TRUE,TRUE,Tf,14,3,STHG,totS,NA,MG/KG
